doi,title,author,affiliations,abstract,keywords,journal,year,month,type,language,categories
10.1007/s10336-022-02018-8,Community engagement and data quality: best practices and lessons learned from a citizen science project on birdsong,"Jaeckel,Denise;Mortega,KimG.;Darwin,Sarah;Brockmeyer,Ulrich;Sturm,Ulrike;Lasseck,Mario;Moczek,Nicola;Lehmann,GerlindU.C.;Voigt-Heucke,SilkeL.",Leibniz Institut fur Evolutions und Biodiversitatsforschung;Humboldt University of Berlin;Humboldt University of Berlin;Free University of Berlin,"Citizen Science (CS) is a research approach that has become popular in recent years and offers innovative potential for dialect research in ornithology. As the scepticism about CS data is still widespread, we analysed the development of a 3-year CS project based on the song of the Common Nightingale (Luscinia megarhynchos) to share best practices and lessons learned. We focused on the data scope, individual engagement, spatial distribution and species misidentifications from recordings generated before (2018, 2019) and during the COVID-19 outbreak (2020) with a smartphone using the `Naturblick' app. The number of nightingale song recordings and individual engagement increased steadily and peaked in the season during the pandemic. 13,991 nightingale song recordings were generated by anonymous (64\%) and non-anonymous participants (36\%). As the project developed, the spatial distribution of recordings expanded (from Berlin based to nationwide). The rates of species misidentifications were low, decreased in the course of the project (10-1\%) and were mainly affected by vocal similarities with other bird species. This study further showed that community engagement and data quality were not directly affected by dissemination activities, but that the former was influenced by external factors and the latter benefited from the app. We conclude that CS projects using smartphone apps with an integrated pattern recognition algorithm are well suited to support bioacoustic research in ornithology. Based on our findings, we recommend setting up CS projects over the long term to build an engaged community which generates high data quality for robust scientific conclusions.",Community science;Public engagement;COVID-19;Pandemic;Birdsong;Dialect,JOURNAL OF ORNITHOLOGY,,,Article; Early Access,English,Ornithology
10.1007/s13127-022-00568-6,"Introgression at the emerging secondary contact zone of magpie Pica pica subspecies (Aves: Corvidae): integrating data on nuclear and mitochondrial markers, vocalizations, and field observations","Kryukov,AlexeyP.;Goroshko,OlegA.;Arkhipov,VladimirY.;Red'kin,YaroslavA.;Lee,Sang-im;Dorda,BeatrizA.;Kryukov,KirillA.;Kapun,Martin;Haring,Elisabeth","Russian Academy of Sciences;Federal Scientific Center of the East Asia Terrestrial Biodiversity, Far Eastern Branch of the Russian Academy of Sciences;Russian Academy of Sciences;Russian Academy of Sciences;Pushchino Scientific Center for Biological Research (PSCBI) of the Russian Academy of Sciences;Institute of Theoretical \& Experimental Biophysics;Lomonosov Moscow State University;Daegu Gyeongbuk Institute of Science \& Technology (DGIST);Consejo Superior de Investigaciones Cientificas (CSIC);Research Organization of Information \& Systems (ROIS);National Institute of Genetics (NIG) - Japan;Medical University of Vienna;University of Vienna","Zones of secondary contact provide a good opportunity to investigate the origin and dynamics of reproductive isolation between related populations. We analyzed genetic and phenotypic patterns and gene flow between two subspecies of the Eurasian magpie Pica pica s.l. which recently came into contact after presumably long periods of isolation. We describe the distribution of subspecies in a young contact zone at Argun' river basin in southern Siberia where populations occur in parapatry and an older hybrid population in eastern Mongolia. Based on genome-wide SNP data, we analyzed patterns and strength of gene flow between the subspecies. Our results indicate occasional hybridization with backcrossing and asymmetric introgression along a wide range in Transbaikalia and locally in eastern Mongolia. Males of P. p. jankowskii apparently exhibit higher dispersal ability towards the west compared to P. p. leucoptera (towards the east). The former occasionally migrates to eastern Mongolia and Transbaikalia where introgression of nuclear, but not mitochondrial DNA was evident. Bioacoustic investigations showed differences between the subspecies in speed and structure of vocalization. We discovered intermediate calls of hybrid magpies and bilingual birds alternating calls that are typical for the two taxa. Furthermore, we found dramatically decreased reproductive success in hybridogeneous populations. By complementing our results with established phylogeographic patterns of P. pica s.l. based on a mitochondrial marker sequence, and considering indications of sterility of hybrids in the contact zone, we propose to elevate the two corresponding subspecies to species level: P. pica for the western form and P. serica for the eastern form.",Hybridization;Reproductive isolation;Nuclear SNPs;ddRAD analysis;Control region of mtDNA;Phylogeography;Bioacoustics,ORGANISMS DIVERSITY \& EVOLUTION,2022,DEC,Article,English,Evolutionary Biology;Zoology
10.1007/s10980-020-01179-2,Temporal changes in songbird vocalizations associated with helicopter noise in Hawai'i's protected natural areas,"Cruz,KarenV.Gallardo;Paxton,KristinaL.;Hart,PatrickJ.",University of Hawaii System;University Hawaii Hilo,"Context Anthropogenic noise is relatively new to natural soundscapes and may have adverse effects on acoustically active species. In birds, adverse effects include changes in vocalization patterns. Helicopters and songbirds are ubiquitous in protected natural areas but the effect of helicopter noise on songbirds has never been assessed. Objectives Our objective was to determine if helicopter noise affects temporal characteristics of songbird vocalizations within protected natural areas. Methods We collected soundscape recordings in three protected areas with varying levels of helicopter tour activity, including one with the second highest air tour activity in the United States. We examined songbird response to helicopter noise at the species level by measuring changes in vocalization time, and at the community level by employing the Bioacoustic Index, an acoustic measure of biological sound. Results We found a strong association between increasing helicopter noise and songbird vocalizations, indicating that some bird species use temporal shifts in vocalizations to mitigate masking effects from helicopter noise. The strength and direction of the response was species-specific, suggesting differences in resilience to helicopter noise between species. Furthermore, our results suggest that bird response to helicopter noise is strongest in areas with very loud and frequent helicopter traffic. Conclusions Our study is the first to examine and demonstrate impacts of helicopter noise on songbird vocalizations. Our results may serve as the foundation of an air tour management plan that considers reducing the number of helicopter overflights over protected natural areas and enforcing higher flight altitudes to decrease noise power levels.",Anthropogenic noise;Vocal plasticity;Noise pollution;Soundscape;Air tour management;Noise resilience,LANDSCAPE ECOLOGY,2021,MAR,Article,English,"Ecology;Geography, Physical;Geosciences, Multidisciplinary"
10.1016/j.ecolind.2020.106131,Combining bioacoustics and occupancy modelling for improved monitoring of rare breeding bird populations,"Abrahams,Carlos;Geary,Matthew",Nottingham Trent University;University of Chester,"Effective monitoring of rare and declining species is critical to enable their conservation, but can often be difficult due to delectability or survey constraints. However, developments in acoustic recorders are enabling an important new approach for improved monitoring that is especially applicable for long-term studies, and for use in difficult environments or with cryptic species. Bioacoustic data may be effectively analysed within an occupancy modelling framework, as presence/absence can be determined, and repeated survey events can be accommodated. Hence, both occupancy and delectability estimates can be produced from large, coherent datasets. However, the most effective methods for the practical detection and identification of call data are still far from established. We assessed a novel combination of automated clustering and manual verification to detect and identify heathland bird vocalizations, covering a period of six days at 44 sampling locations. Occupancy (Psi) and delectability (p) were modelled for each species, and the best fit models provided values of: nightjar Psi = 0.684, p = 0.740, Dartford warbler Psi = 0.449, p = 0.196 and woodlark Psi = 0.13, p = 0.996. Including environmental covariates within the occupancy models indicated that tree, wetland and heather cover were important variables, particularly influencing delectability. The protocol used here allowed robust and consistent survey data to be gathered, with limited fieldwork resourcing, allowing population estimates to be generated for the target bird species. The combination of bioacoustics and occupancy modelling can provide a valuable new monitoring approach, allowing population trends to be identified, and the effects of environmental change and site management to be assessed.",Acoustic ecology;Autonomous recorder;Bird survey;Heathland;Occupancy model,ECOLOGICAL INDICATORS,2020,MAY,Article,English,Biodiversity Conservation;Environmental Sciences
10.1080/09524622.2013.817317,Identifying individual wild Eastern grey wolves (Canis lupus lycaon) using fundamental frequency and amplitude of howls,"Root-Gutteridge,Holly;Bencsik,Martin;Chebli,Manfred;Gentle,LouiseK.;Terrell-Nield,Christopher;Bourit,Alex;ra;Yarnell,RichardW.",Nottingham Trent University;Nottingham Trent University,"The use of amplitudes to identify individuals has historically been ignored by bioacoustic researchers due to problems of attenuation. However, recent studies have shown that amplitudes encode identity in a variety of mammal species. Previously, individuality has been demonstrated in both fundamental frequency (F-0) and amplitude changes of captive Eastern wolf (Canis lupus lycaon) howls with 100\% accuracy where attenuation of amplitude due to distance was controlled in a captive environment. In this study, we aim to determine whether both fundamental frequency and amplitude data collected from vocalizations of wild wolves recorded over unknown distances, in variable conditions and with different recording equipment, can still encode identity. We used a bespoke code, developed in Matlab, to extract simple scalar variables from 67 high-quality solo howls from 10 wild individuals and 112 chorus howls from another 109 individuals, including lower quality howls with wind or water noise. Principal component analysis (PCA) was carried out on the fundamental frequency and normalized amplitude of harmonic 1, yielding histogram-derived PCA values on which discriminant function analysis was applied. An accuracy of 100\% was achieved when assigning solo howls to individuals, and for the chorus howls a best accuracy of 97.4\% was achieved. We suggest that individual recognition using our new extraction and analysis methods involving fundamental frequency and amplitudes together can identify wild wolves with high accuracy, and that this method should be applied to surveys of individuals in capture-mark-recapture and presence-absence studies of canid species.",individuality;vocal recognition;wild wolf;howl;amplitude;Canis lupus lycaon,BIOACOUSTICS-THE INTERNATIONAL JOURNAL OF ANIMAL SOUND AND ITS RECORDING,2014,JAN 2,Article,English,Zoology
10.1002/wat2.1416,The role of freshwater bioacoustics in ecological research,"Greenhalgh,JackA.;Genner,MartinJ.;Jones,Gareth;Desjonqueres,Camille",University of Bristol;Autonomous University of Madrid,"Conventional methodologies used to estimate biodiversity in freshwater ecosystems can be nonselective and invasive, sometimes leading to capture and potential injury of vulnerable species. Therefore, interest in noninvasive surveying techniques is growing among freshwater ecologists. Passive acoustic monitoring, the noninvasive recording of environmental sounds, has been shown to effectively survey biota in terrestrial and marine ecosystems. However, knowledge of the sounds produced by freshwater species is relatively scarce. Furthermore, little is known about the representation of different freshwater taxonomic groups and habitat types within the literature. Here we present results of a systematic review of research literature on freshwater bioacoustics and identify promising areas of future research. The review showed that fish are the focal taxonomic group in 44\% of published studies and were studied primarily in laboratory aquaria and lotic habitats. By contrast, lentic habitats and other taxonomic groups have received relatively little research interest. It is particularly striking that arthropods are only represented by 26\% of studies, despite their significant contributions to freshwater soundscapes. This indicates a mismatch between the representation of taxonomic groups within the freshwater bioacoustic literature and their relative acoustic contribution to natural freshwater soundscapes. In addition, the review indicates an ongoing shift from behavioral studies, often with focus on a single taxonomic group, towards field-based studies using ecoacoustic approaches. On the basis of this review we suggest that future freshwater bioacoustics research should focus on passive acoustic monitoring and arthropod sound, which would likely yield novel insights into freshwater ecosystem function and condition. This article is categorized under: Water and Life > Nature of Freshwater Ecosystems Water and Life > Conservation, Management, and Awareness Water and Life > Methods",auditory ecology;biodiversity;ecoacoustics;ecological assessment,WILEY INTERDISCIPLINARY REVIEWS-WATER,2020,MAY,Article,English,Environmental Sciences;Water Resources
10.1111/j.1469-7998.2010.00752.x,"Male vocalizations, female discrimination and molecular phylogeny: multiple perspectives on the taxonomic status of a critically endangered Caribbean frog","Lehtinen,R.M.;Wojtowicz,E.A.;Hailey,A.",College of Wooster;University of North Carolina;University of North Carolina Chapel Hill;University West Indies Mona Jamaica;University West Indies Saint Augustine,"Until recently, morphology has been the predominant basis on which taxonomic decisions have been made. Now, many sources of data inform decisions in taxonomy, yet few studies are available that directly compare the conclusions made on the basis of different datasets. The difficulty of reaching clear taxonomic decisions is further complicated by the existence of allopatric populations, which may differ from other populations in notable ways yet not be distinct evolutionary units. We analyzed differences at the molecular level based on sequences of two mitochondrial genes, analyzed acoustic differences in male vocalizations (nine variables) and conducted a phonotaxis experiment with females to assess the taxonomic status of two putative Caribbean frog species (Mannophryne olmonae and Mannophryne trinitatis, Aromobatidae), which some authors have indicated as conspecific. A 16S gene tree (75 sequences of 15 putative species, 530 bp), a parametric bootstrap test, and the results of acoustic comparisons suggested that these entities were evolutionarily distinct. However, in the phonotaxis experiment, females of either species did not display significant preference among the male vocalizations presented. On the basis of the bioacoustic data and the 16S gene tree, we conclude that these taxa are distinct and suggest that lack of selection for pre-mating isolation in allopatry explains the lack of discrimination shown by females. Phonotaxis experiments in taxa with acoustic means of mate attraction should continue to be useful in assessing the evolutionary independence of putative sympatric entities, but our results suggest that they should be employed and interpreted cautiously when applied to allopatric populations. To most accurately assess the boundaries of evolutionary lineages, a pluralistic approach, utilizing as many sources of data as possible, is desirable.",allopatric populations;Anura;concordance;integrative taxonomy;Mannophryne;phonotaxis;Trinidad and Tobago;vocalization,JOURNAL OF ZOOLOGY,2011,FEB,Article,English,Zoology
10.1109/TBME.2008.2011747,A Texture-Based Classification of Crackles and Squawks Using Lacunarity,"Hadjileontiadis,LeontiosJ.",Aristotle University of Thessaloniki,"An automatic classification method to efficiently discriminate the types of discontinuous breath sounds (DBSs), i.e., fine crackles (FCs), coarse crackles (CC), and squawks (SQ), is presented in this paper. Using the lacunarity of the acquired DBS, the proposed classification method, namely LAC, introduces a texture-based approach that captures the differences in the distribution of FC, CC, and SQ across the breathing cycle, which may lead to more accurate characterization of the pulmonary acoustical changes due to the related pathology. Prior to the lacunarity analysis, wavelet-based denoising of DBS is employed to eliminate effects of the vesicular sound (background noise) to DBS oscillatory pattern. LAC analysis builds its classification power both upon the use of lacunarity at an optimum scale and the approximation of its trajectory across an optimum range of scales using a three-parameter hyperbola model. LAC is applied to 363 DBS corresponding to 25 cases included in four lung sound databases. Results show that LAC efficiently classifies the three DBS categories in the comparison groups of FC-CC, FC-SQ (both with mean accuracy of 100\%), CC-SQ (mean accuracy of 99.62\%-100\%), and FC-CC-SQ (mean accuracy of 99.75\%-100\%). When compared to other classification tools, LAC seems quite attractive, since, without employing high computational complexity, it results in high classification accuracy. Moreover, LAC introduces a ``texture{''} concept in the analysis of breath sounds, something that strongly relates to the perception of the bioacoustic signals by the physician. Due to its simplicity, LAC could be implemented in a real-time context and be used in clinical medicine as a module of an integrated intelligent patient evaluation system.",Discontinuous breath sounds (DBSs);fine crackles (FCs)/coarse crackles (CCs);lactinarity analysis;squawks (SQs);texture-based classification,IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,2009,MAR,Article,English,"Engineering, Biomedical"
10.1111/aec.13128,Accounting for both automated recording unit detection space and signal recognition performance in acoustic surveys: A protocol applied to the cryptic and critically endangered Night Parrot (Pezoporus occidentalis),"Leseberg,NicholasP.;Venables,WilliamN.;Murphy,StephenA.;Jackett,NigelA.;Watson,JamesE.M.",University of Queensland;University of Queensland;University of Queensland;University of Queensland;University of Queensland,"Research into the suitability of autonomous recording units (ARUs) when surveying for vocal species is increasing. Simultaneously, there has been extensive research into methods for efficiently extracting signals of interest from the acoustic data sets that accrue from the deployment of ARUs. For some species, bioacoustic monitoring supported by computerised signal detection offers the only effective and efficient method for widespread survey. In these circumstances, the detection space of both the ARU and the performance of the signal detection process must be considered concurrently, but typically, these two elements have been considered separately. Here, using the Night Parrot (Pezoporus occidentalis) as a case study, we consider both ARU detection space and the signal detection process to develop a robust and repeatable survey protocol for the species. After developing a call recogniser for the Night Parrot, we test its performance on a data set of Night Parrot calls given at a known distance from an array of ARUs. Having established a relationship between ARU type, recogniser performance and distance, we determine the sampling radius of an ARU for a given recogniser score cut-off, and the associated probability of detecting a Night Parrot that calls within that sampling radius. Using these data, we outline how to develop a robust and repeatable survey protocol for the Night Parrot, with a defined probability of detection. This protocol could be adapted for other scenarios where deployment of ARUs is necessary to determine a species' status and distribution.",acoustic monitoring;automated recording unit;bioacoustics;call recogniser;night parrot,AUSTRAL ECOLOGY,2022,APR,Article,English,Ecology
10.1093/jmammal/gyaa150,"Intraspecific variation and taxonomy of northern pika Ochotona hyperborea (Mammalia, Lagomorpha)","Lissovsky,AndreyA.;Obolenskaya,V,Ekaterina;Dokuchaev,NikolaiE.;Okhlopkov,InnokentiyM.",Lomonosov Moscow State University;Institute of Biological Problems of the North;Russian Academy of Sciences;Institute for Biological Problems of Cryolithozone,"Rock-dwelling pikas of the genus Ochotona have fragmented montane geographical distribution presumably associated with geological and climatic events of Late Quaternary. Within this genus, the northern pika, O. hyperborea has the widest distribution. Taxonomic composition and subspecific structure of this species has been controversial during the past century. Sixteen available names were combined in different manners into a variable number of weakly overlapping subspecies by previous authors. A comparison of data sets from the entire distribution range of northern pikas is presented here for the first time, including: craniometric, bioacoustic, and multilocus genetic data. We examined 301 skulls, and the mitochondrial COI gene and two nuclear introns in 79 specimens, as well as the structure of alarm calls from 107 individuals. Our results show that the six subspecies within O. hyperborea correspond to the six genetic parapatric lineages. Five of these are hypothesized to be involved in hybridization at the edges of their distribution. Three acoustic races completely correspond with the six genetic lineages: each acoustic race consists of two lineages. Morphometric data do not display any phylogenetic signal in our study. The subspecies from the Mountains of Khabarovsk Territory, north of Amur River, is described de novo as O. h. fedoseevi ssp. n. The type locality of O. hyperborea is defined more accurately. A neotype is designated for O. h. cinereofusca to stabilize use of names of pikas from the Amur region.",northern pika;Ochotona hyperborea;taxonomy;variation;distribution,JOURNAL OF MAMMALOGY,2021,FEB,Article,English,Zoology
10.1098/rsbl.2018.0557,A wood-warbler produced through both interspecific and intergeneric hybridization,"Toews,DavidP.L.;Streby,HenryM.;Burket,Lowell;Taylor,ScottA.",Cornell University;University System of Ohio;University of Toledo;University of Colorado System;University of Colorado Boulder,"Hybridization between divergent taxa can provide insight into the breakdown of characters used in mate choice, as well as reproductive compatibility across deep evolutionary timescales. Hybridization can also occur more frequently in declining populations, as there is a smaller pool of conspecific mates from which to choose. Here, we report an unusual combination of factors that has resulted in a rare, three-species hybridization event among two genera of warblers, one of which is experiencing significant population declines. We use bioacoustic, morphometric and genetic data, to demonstrate that an early generation female hybrid between a golden-winged warbler (Vermivora chrysoptera) and a blue-winged warbler (V. cyanoptera) went on to mate and successfully reproduce with a chestnut-sided warbler (Setophaga pensylvanica). We studied the product of this event-a putative chrysoptera x cyanoptera x pensylvanica hybrid-and show that this male offspring sang songs like S. pensylvanica, but had morphometric traits similar to Vermivora warblers. The hybrid's maternal parent had V. chrysoptera mitochondrial DNA and, with six plumage-associated loci, we predicted the maternal parent's phenotype to show that it was likely an early generation Vermivora hybrid. That this hybridization event occurred within a population of Vermivora warblers in significant decline suggests that females may be making the best of a bad situation, and that wood-warblers in general have remained genetically compatible long after they evolved major phenotypic differences.",hybridization;birds;reproductive isolation,BIOLOGY LETTERS,2018,NOV,Article,English,Biology;Ecology;Evolutionary Biology
10.1578/AM.41.1.2015.94,Biologically Important Areas for Cetaceans Within US Waters - Arctic Region,"Clarke,JanetT.;Ferguson,MeganC.;Curtice,Corrie;Harrison,Jolie",National Oceanic Atmospheric Admin (NOAA) - USA;Duke University;National Oceanic Atmospheric Admin (NOAA) - USA,"In this assessment, we combined published and unpublished information to identify 16 Biologically Important Areas (BIAs) for bowhead whales, gray whales, and belugas in the U.S. Arctic. BIAs for bowhead whales and belugas were based on high-density areas used recurrently for reproduction, feeding, and migration, documented by visual surveys (aerial-, vessel-, and ice-based), bioacoustic monitoring, and satellite telemetry. BIAs for gray whales were based on high-density areas used recurrently for reproduction and feeding, documented primarily by aerial and vessel surveys. The geographic extent of the BIAs in the Arctic region ranged from approximately 1,500 to 135,000 km(2). Information gaps identified during the Arctic BIA assessment process include (1) bowhead whale use of the western Beaufort Sea in summer (e.g., feeding, migration timing, movement rates); (2) the existence or extent of a bowhead whale fall migratory corridor in the Chukchi Sea; (3) the extent and nature of beluga use of outer continental shelf and slope habitat in the Beaufort Sea; (4) the existence or location of gray whale migratory corridors in spring and fall; (5) the degree to which gray whales move between known feeding hotspots; and (6) the distribution, density, and activities of fin, humpback, minke, and killer whales and harbor porpoises in this region. To maintain their utility, the Arctic BIAs should be re-evaluated and revised, if necessary, as new information becomes available.",feeding area;migratory corridor;reproductive area;bowhead whale;Balaena mysticetus;beluga;Delphinapterus leucas;gray whale;Eschrichtius robustus;Arctic;anthropogenic sound;species distribution,AQUATIC MAMMALS,2015,,Article,English,Marine \& Freshwater Biology;Zoology
,Morphological variation and phylogeography of frogs related to Pristimantis caryophyllaceus (Anura: Terrarana: Craugastoridae) in Panama,"Batista,Abel;Hertz,Andreas;Koehler,Gunther;Mebert,Konrad;Vesely,Milan",Senckenberg Gesellschaft fur Naturforschung (SGN);Goethe University Frankfurt;University of Basel;Palacky University Olomouc,"New World direct-developing frogs (Terrarana) are among the most diverse vertebrate groups in the world. Many Terrarana species are highly variable in colouration and morphology, often rendering it difficult to delineate species. Modern molecular and bioacoustic techniques are a relatively recent tool for understanding the various taxonomic entities. This affects also Pristimantis caryophyllaceus, a complex on which. little research has previously been done. We examined the variation of morphology genetics, and colouration in specimens affiliated to P. caryophyllaceus from Panama, using different Molecular Operational Taxonomic Units (MOTUs) based on molecular phylogenetic lineages. Phylogeny, ecology, and distributional information for this species shed light on the position and species delineation of P. caryophyllaceus and its congeners in Panama. Our results demonstrate a high level of genetic diversity in P caryophyllaceus-like populations from Panama, which in fact comprise three main lineages that are geographically separated. Specimens from eastern Panama tend to be larger, with more expanded finger disks and toe pads than specimens from western Panama. However, aside from the significant morphological differences between MOTUs, the extent of variation within each MOTU is very large. Based on our extensive and integrative analysis, we suggest treating the three MOTUs of P. caryophyllaceus populations as a single polymorphic species with very deep conspecific lineages as a result of the dynamic geological history of the Isthmus of Panama. The validity of the recently described P. educatoris is not supported by our results and we therefore synonymize it with P. caryophyllaceus.",Amphibia;Anura;Pristimantis caryophyllaceus;P. educatoris;Panama;genetic variation;polymorphism;biogeography,SALAMANDRA,2014,OCT 30,Article,English,Marine \& Freshwater Biology;Zoology
10.3354/meps10045,Seagrass meadows provide an acoustic refuge for estuarine fish,"Wilson,ChristopherJ.;Wilson,PrestonS.;Greene,ChadA.;Dunton,KennethH.",University of Texas System;University of Texas Austin;University of Texas System;University of Texas Austin;University of Texas System;University of Texas Austin,"It has been widely accepted that fish reside within seagrass meadows because of the visual protection and structure provided by the standing biomass. However, for many larger species of estuarine fish, marine mammals that use echolocation to forage represent a significant threat. We hypothesized that seagrasses may serve as an acoustic refuge to fish from dolphin predators by sufficiently attenuating the high-frequency sounds used in echolocation. To test this hypothesis, we measured the attenuation of a 100 kHz acoustic signal with increasing distance into a seagrass meadow. The transmission loss of low-frequency sound energy relevant to fish calls (300 to 500 Hz) was also investigated to address the hypothesis that marine mammals may use passive acoustic detection to locate fish in vegetated substrates. Our results show that seagrasses attenuate high-frequency sounds during summer months and reduce prey detection thresholds by 58 to 88\% relative to bare substrates. Also, based on the low-frequency hearing threshold of bottlenose dolphins, we calculated that dolphins are capable of detecting low-frequency fish calls within vegetation at a distance of roughly 2.3 to 4.2 m, which is within the detection threshold of 2.8 to 9.8 m for dolphins using echolocation. This study demonstrates that acoustically complex features, such as seagrass meadows, can significantly alter bioacoustic signal transmission, possibly providing an important seasonal refuge to fish from marine mammal predators.",Seagrass meadows;Acoustics;Echolocation,MARINE ECOLOGY PROGRESS SERIES,2013,,Article,English,Ecology;Marine \& Freshwater Biology;Oceanography
10.26049/VZ70-4-2020-12,"A critically endangered new species of polymorphic stream frog (Anura: Hylidae: Atlantihyla) from the montane rainforest of Refugio de Vida Silvestre Texiguat, Honduras","Townsend,JosiahH.;Herrera-B,LuisA.;Hofmann,ErichP.;Luque-Montes,IleanaR.;Ross,AylaN.;Dudek,Jr.,Daniel;Krygeris,Catherine;Duchamp,JosephE.;Wilson,LarryDavid",Pennsylvania State System of Higher Education (PASSHE);Indiana University of Pennsylvania;Universidad Nacional Autonoma de Honduras;University of Texas System;University of Texas Arlington,"The Chortis Highlands of Mesoamerica exhibit a high degree of in situ evolutionary diversification, exemplified by numerous endemic radiations of stream-dwelling treefrogs (Anura: Hylidae: Atlantihyla, Duellmanohyla, and Ptychohyla), which have been a source of ongoing taxonomic uncertainty. Recent evidence suggests that one species, Atlantihyla spinipollex, may conceal an unrecognized sister species found in Refugio de Vida Silvestre Texiguat. We applied an iterative integrative taxonomic framework to assess this population within the context of Chortis Highlands populations of Atlantihyla spinipollex sensu stricto, Duellmanohyla salvadorensis, D. salvavida, D. soralia, and Ptychohyla hypomykter, using both a single locus (mtDNA: 16S) and multilocus (mtDNA: 12S, 16S; nDNA: POMC, RAG-1, Rhodopsin) datasets accompanied by distance- and tree-based species delimitation methods to inform our taxonomy. Samples of A. spinipollex sensu lato formed two deeply divergent monophyletic lineages, suggesting that populations from the central and eastern Cordillera Nombre de Dios are conspecific, while the population from Refugio de Vida Silvestre Texiguat represents a previously undescribed species. We analyzed morphological and bioacoustic variation within and between the two lineages of A. spinipollex sensu lato and found support for recognition of two distinct taxa. We restricted the name A. spinipollex to populations in the central and eastern Cordillera Nombre de Dios, and formally describe the Texiguat population as a new species. We recommend the new species be considered Critically Endangered due to ongoing habitat loss within what remains of its highly restricted natural distribution. This new species joins 26 other endemic species of amphibians and reptiles at Texiguat.",Atlantihyla melissa sp. nov.;Atlantihyla spinipollex;Chortis Block Highlands;Cordillera Nombre de Dios;Ptychohyla hypomykter;Refugio de Vida Silvestre Texiguat,VERTEBRATE ZOOLOGY,2020,,Article,English,Zoology
10.3377/004.047.0122,"Acoustic niche partitioning in an anuran community inhabiting an Afromontane wetland (Butare, Rwanda)","Sinsch,Ulrich;Luemkemann,Katrin;Rosar,Katharina;Schwarz,Christiane;Dehling,J.Maximilian",University of Koblenz \& Landau,"The species richness and calling activity of an anuran community inhabiting an agricultural wetland area at 1645 m a.s.l. near Butare, Rwanda, was assessed using visual and acoustic transects. The community included 15 species which were readily distinguishable using morphological, bioacoustic and molecular features. Eight species (Xenopus victorianus, Amietophrynus regularis, Ptychadena anchietae, R porosissima, Kassina senegalensis, Afrixalus quadrivittatus, Hyperolius kivuensis, H. lateralis) were taxonomically identified. The remaining seven species (three species of Hyperolius, two Phynobatrachus, one Amietia, one Ptychadena) represent undescribed or currently unrecognized taxa, suggesting a significant magnitude of overlooked amphibian diversity in Afromontane communities. Acoustic niche analysis of the 14 species producing airborne advertisement calls integrated the spatial dimension, i.e. the microhabitat used for calling, the temporal dimension, i.e. the time of day when calling takes place, and the call structure dimension, i.e. the physical features of the advertisement call. Average standardized acoustic niche breadth was narrow (measured: 0.08, predicted: 0.07) and showed low variability (0.04-0.16) among species, which means that empirical data are in full agreement with the predictions of stochastic niche theory for species-saturated communities. Niche segregation was mainly based on advertisement call features, whereas spatial and temporal niche dimension contributed less. Measured average niche overlap (0.30) was intermediate between random overlap (0.51) and minimum possible overlap (0.11), indicating significant acoustic resource partitioning. The only taxon group with widely overlapping acoustic niches were Ptychadena spp., which might indicate a recent invasion of the community by one or two of the three species.",advertisement call;stochastic niche theory;species saturation;cryptic diversity,AFRICAN ZOOLOGY,2012,APR,Article,English,Zoology
10.1371/journal.pcbi.1007598,DetEdit: A graphical user interface for annotating and editing events detected in long-term acoustic monitoring data,"Solsona-Berga,Alba;Frasier,KaitlinE.;Baumann-Pickering,Simone;Wiggins,SeanM.;Hildebr;,JohnA.",University of California System;University of California San Diego;Scripps Institution of Oceanography,"Passive acoustic monitoring has become an important data collection method, yielding massive datasets replete with biological, environmental and anthropogenic information. Automated signal detectors and classifiers are needed to identify events within these datasets, such as the presence of species-specific sounds or anthropogenic noise. These automated methods, however, are rarely a complete substitute for expert analyst review. The ability to visualize and annotate acoustic events efficiently can enhance scientific insights from large, previously intractable datasets. A MATLAB-based graphical user interface, called DetEdit, was developed to accelerate the editing and annotating of automated detections from extensive acoustic datasets. This tool is highly-configurable and multipurpose, with uses ranging from annotation and classification of individual signals or signal-clusters and evaluation of signal properties, to identification of false detections and false positive rate estimation. DetEdit allows users to step through acoustic events, displaying a range of signal features, including time series of received levels, long-term spectral averages, time intervals between detections, and scatter plots of peak frequency, RMS, and peak-to-peak received levels. Additionally, it displays either individual, or averaged sound pressure waveforms, and power spectra within each acoustic event. These views simultaneously provide analysts with signal-level detail and encounter-level context. DetEdit creates datasets of signal labels for further analyses, such as training classifiers and quantifying occurrence, abundances, or trends. Although designed for evaluating underwater-recorded odontocete echolocation click detections, DetEdit can be adapted to almost any stereotyped impulsive signal. Our software package complements available tools for the bioacoustic community and is provided open source at https://github.com/MarineBioAcousticsRC/DetEdit.",,PLOS COMPUTATIONAL BIOLOGY,2020,JAN,Article,English,Biochemical Research Methods;Mathematical \& Computational Biology
